DP,DPNOM,MPIO,DPMP,AÑO,ÁREA GEOGRÁFICA,Población
73,Tolima,73461,MURILLO,2023,Total,4451
73,Tolima,73483,NATAGAIMA,2023,Total,14852
73,Tolima,73504,ORTEGA,2023,Total,34690
73,Tolima,73520,PALOCABILDO,2023,Total,9718
73,Tolima,73547,PIEDRAS,2023,Total,7034
73,Tolima,73555,PLANADAS,2023,Total,27293
73,Tolima,73563,PRADO,2023,Total,8777
73,Tolima,73585,PURIFICACION,2023,Total,23963
73,Tolima,73616,RIOBLANCO,2023,Total,23293
73,Tolima,73622,RONCESVALLES,2023,Total,5625
73,Tolima,73624,ROVIRA,2023,Total,22360
73,Tolima,73671,SALDANA,2023,Total,14882
73,Tolima,73675,SAN ANTONIO,2023,Total,13429
73,Tolima,73678,SAN LUIS,2023,Total,13441
73,Tolima,73686,SANTA ISABEL,2023,Total,5784
73,Tolima,73770,SUAREZ,2023,Total,3919
73,Tolima,73854,VALLE DE SAN JUAN,2023,Total,5505
73,Tolima,73861,VENADILLO,2023,Total,13217
73,Tolima,73870,VILLAHERMOSA,2023,Total,9720
73,Tolima,73873,VILLARRICA,2023,Total,5192
76,Valle del Cauca,76001,CALI,2023,Total,2280522
76,Valle del Cauca,76020,ALCALA,2023,Total,14825
76,Valle del Cauca,76036,ANDALUCIA,2023,Total,22990
76,Valle del Cauca,76041,ANSERMANUEVO,2023,Total,18270
76,Valle del Cauca,76054,ARGELIA,2023,Total,5533
76,Valle del Cauca,76100,BOLIVAR,2023,Total,16412
76,Valle del Cauca,76109,BUENAVENTURA,2023,Total,323360
76,Valle del Cauca,76111,GUADALAJARA DE BUGA,2023,Total,133322
76,Valle del Cauca,76113,BUGALAGRANDE,2023,Total,26020
76,Valle del Cauca,76122,CAICEDONIA,2023,Total,29542
76,Valle del Cauca,76126,CALIMA,2023,Total,19348
76,Valle del Cauca,76130,CANDELARIA,2023,Total,93932
76,Valle del Cauca,76147,CARTAGO,2023,Total,142902
76,Valle del Cauca,76233,DAGUA,2023,Total,49658
76,Valle del Cauca,76243,EL AGUILA,2023,Total,9137
76,Valle del Cauca,76246,EL CAIRO,2023,Total,7021
76,Valle del Cauca,76248,EL CERRITO,2023,Total,57849
76,Valle del Cauca,76250,EL DOVIO,2023,Total,9177
76,Valle del Cauca,76275,FLORIDA,2023,Total,58399
76,Valle del Cauca,76306,GINEBRA,2023,Total,24996
76,Valle del Cauca,76318,GUACARI,2023,Total,35378
76,Valle del Cauca,76364,JAMUNDI,2023,Total,180917
76,Valle del Cauca,76377,LA CUMBRE,2023,Total,17280
76,Valle del Cauca,76400,LA UNION,2023,Total,34704
76,Valle del Cauca,76403,LA VICTORIA,2023,Total,12475
76,Valle del Cauca,76497,OBANDO,2023,Total,12615
76,Valle del Cauca,76520,PALMIRA,2023,Total,358895
76,Valle del Cauca,76563,PRADERA,2023,Total,49297
76,Valle del Cauca,76606,RESTREPO,2023,Total,16487
76,Valle del Cauca,76616,RIOFRIO,2023,Total,15950
76,Valle del Cauca,76622,ROLDANILLO,2023,Total,37667
76,Valle del Cauca,76670,SAN PEDRO,2023,Total,18081
76,Valle del Cauca,76736,SEVILLA,2023,Total,43635
76,Valle del Cauca,76823,TORO,2023,Total,14974
76,Valle del Cauca,76828,TRUJILLO,2023,Total,19701
76,Valle del Cauca,76834,TULUA,2023,Total,231962
76,Valle del Cauca,76845,ULLOA,2023,Total,5795
76,Valle del Cauca,76863,VERSALLES,2023,Total,7438
76,Valle del Cauca,76869,VIJES,2023,Total,13251
76,Valle del Cauca,76890,YOTOCO,2023,Total,16426
76,Valle del Cauca,76892,YUMBO,2023,Total,108774
76,Valle del Cauca,76895,ZARZAL,2023,Total,43112
81,Arauca,81001,ARAUCA,2023,Total,99393
81,Arauca,81065,ARAUQUITA,2023,Total,62499
81,Arauca,81220,CRAVO NORTE,2023,Total,4510
81,Arauca,81300,FORTUL,2023,Total,23867
81,Arauca,81591,PUERTO RONDON,2023,Total,5186
81,Arauca,81736,SARAVENA,2023,Total,64236
81,Arauca,81794,TAME,2023,Total,53406
85,Casanare,85001,YOPAL,2023,Total,191133
85,Casanare,85010,AGUAZUL,2023,Total,40528
85,Casanare,85015,CHAMEZA,2023,Total,2504
85,Casanare,85125,HATO COROZAL,2023,Total,13627
85,Casanare,85136,LA SALINA,2023,Total,1410
85,Casanare,85139,MANI,2023,Total,18038
85,Casanare,85162,MONTERREY,2023,Total,19180
85,Casanare,85225,NUNCHIA,2023,Total,9809
85,Casanare,85230,OROCUE,2023,Total,13844
85,Casanare,85250,PAZ DE ARIPORO,2023,Total,40354
85,Casanare,85263,PORE,2023,Total,12681
85,Casanare,85279,RECETOR,2023,Total,1569
85,Casanare,85300,SABANALARGA,2023,Total,3995
85,Casanare,85315,SACAMA,2023,Total,2333
85,Casanare,85325,SAN LUIS DE PALENQUE,2023,Total,8877
85,Casanare,85400,TAMARA,2023,Total,6992
85,Casanare,85410,TAURAMENA,2023,Total,26381
85,Casanare,85430,TRINIDAD,2023,Total,14910
85,Casanare,85440,VILLANUEVA,2023,Total,39610
86,Putumayo,86001,MOCOA,2023,Total,63639
86,Putumayo,86219,COLON,2023,Total,5800
86,Putumayo,86320,ORITO,2023,Total,40478
86,Putumayo,86568,PUERTO ASIS,2023,Total,71922
86,Putumayo,86569,PUERTO CAICEDO,2023,Total,16823
86,Putumayo,86571,PUERTO GUZMAN,2023,Total,38076
86,Putumayo,86573,PUERTO LEGUIZAMO,2023,Total,32274
86,Putumayo,86749,SIBUNDOY,2023,Total,16733
86,Putumayo,86755,SAN FRANCISCO,2023,Total,6244
86,Putumayo,86757,SAN MIGUEL,2023,Total,20997
86,Putumayo,86760,SANTIAGO,2023,Total,7753
86,Putumayo,86865,VALLE DEL GUAMUEZ,2023,Total,35593
86,Putumayo,86885,VILLAGARZON,2023,Total,26710
88,Archipiélago de San Andrés,88001,SAN ANDRES,2023,Total,56333
88,Archipiélago de San Andrés,88564,PROVIDENCIA,2023,Total,5936
91,Amazonas,91001,LETICIA,2023,Total,54110
91,Amazonas,91263,EL ENCANTO (ANM),2023,Total,2119
91,Amazonas,91405,LA CHORRERA (ANM),2023,Total,3162
91,Amazonas,91407,LA PEDRERA (ANM),2023,Total,4192
91,Amazonas,91430,LA VICTORIA (ANM),2023,Total,685
91,Amazonas,91460,MIRITI - PARANA (ANM),2023,Total,1910
91,Amazonas,91530,PUERTO ALEGRIA (ANM),2023,Total,782
91,Amazonas,91536,PUERTO ARICA (ANM),2023,Total,1089
91,Amazonas,91540,PUERTO NARINO,2023,Total,10772
91,Amazonas,91669,PUERTO SANTANDER (ANM),2023,Total,1921
91,Amazonas,91798,TARAPACA (ANM),2023,Total,4314
94,Guainía,94001,INIRIDA,2023,Total,37015
94,Guainía,94343,BARRANCOMINAS*,2023,Total,10815
94,Guainía,94663,MAPIRIPANA (ANM),2023,Total,0
94,Guainía,94883,SAN FELIPE (ANM),2023,Total,1963
94,Guainía,94884,PUERTO COLOMBIA (ANM),2023,Total,2171
94,Guainía,94885,LA GUADALUPE (ANM),2023,Total,322
94,Guainía,94886,CACAHUAL (ANM),2023,Total,978
94,Guainía,94887,PANA PANA (ANM),2023,Total,2263
94,Guainía,94888,MORICHAL (ANM),2023,Total,1024
95,Guaviare,95001,SAN JOSE DEL GUAVIARE,2023,Total,61403
95,Guaviare,95015,CALAMAR,2023,Total,11282
95,Guaviare,95025,EL RETORNO,2023,Total,16984
95,Guaviare,95200,MIRAFLORES,2023,Total,7947
97,Vaupés,97001,MITU,2023,Total,34037
97,Vaupés,97161,CARURU,2023,Total,3497
97,Vaupés,97511,PACOA (ANM),2023,Total,4698
97,Vaupés,97666,TARAIRA,2023,Total,2543
97,Vaupés,97777,PAPUNAHUA (ANM),2023,Total,802
97,Vaupés,97889,YAVARATE (ANM),2023,Total,1200
99,Vichada,99001,PUERTO CARRENO,2023,Total,22218
99,Vichada,99524,LA PRIMAVERA,2023,Total,10992
99,Vichada,99624,SANTA ROSALIA,2023,Total,4555
99,Vichada,99773,CUMARIBO,2023,Total,85539
